Series Name,Series Code,Country Name,Country Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Colombia,COL,3.839378166,3.406895648,5.339723444,5.422847619,2.084242363,0.001662279,3.323734506,5.784699766,2.837889026,4.098265909,3.513953479,1.990616494,1.002272725,-0.161953875,0.638439616,1.314952378,-8.540395377,9.54105156,6.549560116,0.204317448
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Comoros,COM,-0.013669964,0.837129283,0.61407525,-1.200112163,1.888357948,1.14810444,1.637270424,1.960299485,0.985839766,2.249640757,-0.067894786,-1.014068958,1.102932073,1.712361833,1.686721598,-0.126909212,-2.074861396,0.190939004,0.534046631,0.856855181
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Dem. Rep.",COD,3.60340242,2.879528265,2.017148351,2.897014253,2.880741558,-0.3784622,3.686160116,3.35182131,3.552018767,4.845979483,5.762181554,3.353084347,-1.088996024,0.216643095,2.413839975,1.110966274,-1.492689427,2.832379325,5.496328335,5.10794904
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Rep.",COG,0.019857938,3.94682346,4.007991907,-9.989537905,2.842036482,7.241581921,5.45626725,-1.056578869,6.936986163,-3.07344321,4.127141781,-1.954714357,-10.84078143,-7.825309864,-4.615554763,-1.229416403,-8.428402521,-1.298034062,-0.812657163,-0.370027888
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Costa Rica,CRI,2.848457986,2.456798969,5.799838282,6.707755266,3.298011333,-2.203057167,4.012638871,3.116526116,3.627812474,1.319512789,2.414564007,2.573178611,3.15151339,3.143265986,1.661308308,1.535290566,-4.994101583,7.289650117,4.009202565,4.479819237
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cote d'Ivoire,CIV,0.801103621,-1.268265052,0.568624257,-1.059815634,2.573868005,1.432261368,4.610518087,-7.314005485,5.430923067,8.499803033,6.868861326,4.463889962,4.442361059,4.668461261,2.186608496,4.053850735,-1.795020434,4.466609084,3.64433169,3.906974803
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Croatia,HRV,4.150881933,4.173301409,5.052120965,5.097986025,2.031641875,-7.117619354,-1.000566842,0.287412573,-1.999166963,-0.028796706,0.065096665,3.397727998,4.375599959,4.613291381,3.907642872,4.017558255,-8.123279678,17.95736449,7.675111791,3.126160291
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cuba,CUB,5.524827061,10.99578825,11.92139965,7.174032658,4.054763877,1.392178173,2.324766851,2.726846251,2.9185284,2.636075249,0.954420824,4.365870759,0.494073392,1.860147022,2.321609164,-0.061218557,-10.82301048,1.652416141,2.17589201,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Curacao,CUW,-1.505340183,-1.858439975,-0.940961791,0.466173824,0.910342295,-1.176896518,-1.176268627,-0.909566648,-1.17256195,-1.755807825,-1.967466527,-0.858779915,-2.111162107,-1.59116273,-1.588630519,-2.041096644,-16.71921893,5.963006911,9.607023521,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cyprus,CYP,3.63080498,3.353772518,2.981296273,2.884110626,1.076560783,-4.610651165,-0.35676942,-2.112935753,-4.907387691,-6.370077361,-0.688984538,4.009426772,6.085872068,4.754519504,4.366759795,4.115176861,-4.531904955,8.891983925,3.636903498,0.694447455
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Czechia,CZE,4.782365794,6.454261737,6.478203603,4.956085333,1.838240193,-5.198981919,2.136880484,1.55018979,-0.92373445,-0.079052895,2.154500479,5.181402654,2.340552261,4.889722042,2.875468527,2.624956267,-5.732526894,5.446369618,0.755661356,-2.159455312
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Denmark,DNK,2.403233997,2.055110516,3.572063464,0.462731494,-1.094842128,-5.414013999,1.419486631,0.920393685,-0.149916088,0.513424428,1.105433466,1.622166258,2.443368874,2.162355113,1.485085157,1.130657494,-2.70866842,6.382444342,1.925341067,1.137211133
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,5.185262601,5.69115555,5.34352223,3.737482068,3.09308758,3.894529187,-0.185692485,3.066295569,2.313383709,5.211747123
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominica,DMA,2.852325155,0.509291715,4.555925723,6.301941569,7.110156189,-1.176774443,0.719489528,-0.204681673,-1.268694036,-0.900680193,3.920238121,-3.615168468,2.663927282,-7.054046687,2.933518572,4.608870253,-17.26089777,6.274997311,5.111782889,4.277848698
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Dominican Republic,DOM,1.171908499,7.975831368,7.770307349,6.067420944,1.90090508,-0.362882608,6.924484313,1.800671362,1.415388695,3.572464785,5.748381463,5.655742243,5.425601523,3.490477238,5.807049827,3.928931727,-7.719058679,11.07827632,3.822256105,1.419912711
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ecuador,ECU,4.990033652,3.596674969,2.560666952,0.166563693,4.764222494,-0.595594236,2.316190671,6.714879926,4.101523923,5.580830898,2.691182658,-1.351005584,-2.16005085,4.337019919,-0.84840938,-1.729289515,-10.5085169,8.527936631,4.987110508,1.289018893
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Egypt, Arab Rep.",EGY,1.998606847,2.420125629,4.784127564,5.018084821,5.078168374,2.645918664,3.036697185,-0.45740936,-0.059787761,-0.153662238,0.53182407,2.095538306,2.192208627,2.128743381,3.349815022,3.67537083,1.770968732,1.591816288,4.928456185,2.169715046
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,El Salvador,SLV,0.74220719,2.644062508,4.395456989,1.684235048,1.750909775,-2.479830745,1.772480979,3.379362487,2.48792474,1.780655936,1.338113134,2.046016356,2.220085315,1.984211278,2.25436301,2.37426594,-8.076269166,11.52485562,2.438981036,3.046661532
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Equatorial Guinea,GNQ,31.87428239,11.56814122,2.864359425,10.00944444,12.3343735,-3.386937691,-13.15442826,1.864593187,3.862160121,-8.010053955,-3.557707297,-12.60468504,-12.20283544,-9.033697437,-9.444845259,-8.582057,-7.357228417,-1.51038137,1.211704148,-7.878583517
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eritrea,ERI,-2.577856846,0.089826485,-2.632089695,-0.170229234,-12.17251481,1.245507906,0.12159164,6.652182535,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Estonia,EST,7.444416375,10.15499479,10.41473423,8.071025334,-4.877286528,-14.46432838,2.678164039,7.589211665,3.59836216,1.820154161,3.281874814,1.786274694,3.125538305,5.664039082,3.423619058,3.647863873,-1.160869408,7.135705561,-1.782541446,-4.237235421
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ethiopia,ETH,10.35673538,8.688193147,7.745595719,8.322832059,7.68786008,5.794553796,9.419873429,8.054120481,5.618653919,7.583098924,7.314544923,7.456695097,6.501211497,6.622789071,3.998440256,5.523810568,3.280847984,2.925804545,2.677561913,3.849182604
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,-4.338570643,-0.537917463,3.759634601,7.003385079,5.796209844,5.330455675,0.250331565,0.067786059,2.009917292,1.269862914,2.923660836,-3.300214242,4.807751723,4.999439241,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Fiji,FJI,4.280889849,-0.247123291,0.911330811,-1.692810583,0.347435415,-1.894980247,2.524049644,2.344910977,1.110328173,4.459729481,5.360486527,4.314346977,2.315025004,5.279079936,3.814949366,-0.523026254,-17.21626055,-5.311875383,19.35091509,7.263950705
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Finland,FIN,3.690587797,2.428689227,3.628941348,4.852313276,0.315886377,-8.513028487,2.714966735,2.073396315,-1.865591174,-1.357215611,-0.776108383,0.21302942,2.516379895,2.950531373,1.00565417,1.113269092,-2.495122968,2.625228575,1.060265416,-1.53439327
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,France,FRA,2.076624908,0.903680387,1.741085258,1.795236367,-0.302483826,-3.370397283,1.448245262,1.700610402,-0.171161336,0.058149505,0.484564448,0.754024352,0.829056665,1.994998447,1.500539123,1.495898988,-7.791008509,6.131761316,2.142731649,0.409870599
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,French Polynesia,PYF,-0.52517415,-1.143644084,-0.520075697,0.506867933,-0.8415993,-4.816623138,-2.983311478,-3.464385684,-1.383517732,-0.105925368,-0.045320964,0.998225296,1.757953554,3.700104261,1.094308381,1.976586935,-7.729205637,1.38557351,3.699664651,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gabon,GAB,-2.061050467,-0.227534414,-5.664485439,2.776783314,-6.342412083,-3.113239988,3.487294146,3.382360848,1.571854945,2.000039245,0.887273108,0.721232639,-0.731650626,-2.062816754,-1.544872184,1.56821092,-3.969558634,-0.638652873,0.906957585,0.266540431
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Gambia, The",GMB,3.997774412,-5.183078011,-3.514924306,-0.085561126,3.007368864,3.395701264,2.674353276,-10.93207644,2.034710374,-0.218687978,-4.296675102,1.097050489,-0.875473407,2.006307675,4.439494294,3.513793718,-1.953083669,2.62763565,2.355895789,2.745352801
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Georgia,GEO,6.449849939,10.28957852,10.04529667,13.16435095,2.733234671,-2.791181048,7.024283669,8.803628873,7.366752155,5.449782655,4.041627523,3.188392949,3.388353283,5.145826776,6.103447451,5.561671659,-6.354787152,11.06507801,10.84220881,6.10651322
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Germany,DEU,1.197055352,0.788917116,3.933610331,3.114245883,1.152029742,-5.454577169,4.339606777,5.869635737,0.230160993,0.163870563,1.784341886,0.617105353,1.408102075,2.297206047,0.678212594,0.847783197,-3.905303583,3.120162973,1.074951887,-1.112435856
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ghana,GHA,2.818909276,3.120307425,3.62857797,1.663212531,6.37791278,2.219568023,5.267238029,11.30007269,6.636351702,4.712772226,0.409400947,-0.265332917,0.983231575,5.739078113,3.96954738,4.30597775,-1.541636526,2.987836412,1.823891285,0.995480411
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greece,GRC,4.801378661,0.304568113,5.335601691,3.010984022,-0.59938979,-4.552117076,-5.599550191,-10.01628121,-6.582904449,-1.806551373,1.147211957,0.463652786,-0.072424584,1.29229029,1.874903163,1.986865767,-9.121627047,9.706769693,6.997744732,2.657618178
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greenland,GRL,6.632323711,4.943236044,5.855030281,2.748781079,6.593978749,0.874906571,0.695314556,-0.470283635,1.536976945,-0.726861643,5.091927333,-2.214918882,4.547808581,0.077664774,0.890684741,2.462731594,-0.064784281,0.778869514,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Grenada,GRD,-1.351434926,12.51795891,-4.630238587,5.423401868,0.271734915,-7.249058795,-1.200350709,-0.005969379,-2.002481988,1.44700905,6.407661874,5.543417928,2.88696863,3.613848425,3.575975753,-0.050317483,-14.41148694,3.89188358,6.612330299,4.190479938
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guam,GUM,6.09185018,3.373803142,-3.795861033,0.663420001,2.058126101,0.527173492,2.061708278,-0.37183642,1.67778633,1.287430575,1.495953254,0.564587368,-0.037011602,0.734521662,-0.870563254,2.556434101,-10.83981172,1.278386778,4.341170678,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guatemala,GTM,0.968363113,1.152934092,3.238219371,4.25714893,1.321659783,-1.395470656,1.01189486,2.28579517,1.16050889,1.888642581,2.653911909,2.346295146,0.989365749,1.415648841,1.765136399,2.407414722,-3.273321968,6.415405552,2.629583197,2.04680755
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea,GIN,0.184086182,0.97932874,-0.876468729,4.395643232,1.655245405,-3.505824317,2.268178289,3.034084217,3.353180362,1.437755267,1.153539503,1.212553188,7.987763805,7.508405646,3.697806526,2.970450896,2.317241011,1.391141551,2.226401544,4.562665245
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea-Bissau,GNB,-1.183212136,4.033933662,0.170577084,-0.019490528,1.865939379,-0.152497612,2.908390723,5.277345744,-4.311709916,0.517015963,-1.673870507,3.428111155,2.687179759,2.265238462,1.328850942,2.086965816,-0.784498727,4.082019691,1.980706409,2.053818348
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guyana,GUY,1.581783594,-1.858678755,5.315645839,7.452795433,2.075135496,4.010365433,4.601537788,5.719525983,5.313688445,3.174378166,1.186262665,0.165185137,3.252785926,3.168421418,1.480986515,3.606660366,43.75879921,18.90898175,62.59934929,32.18200728
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Haiti,HTI,-2.96130215,1.370751207,0.073155358,2.98893769,1.00245559,4.199388915,-6.727402233,3.921707912,-1.030951231,2.772632076,1.391457945,-0.049590682,0.386161159,1.097732862,0.293353843,-3.026509315,-4.557185437,-3.005803291,-2.848281306,-3.033732198
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Honduras,HND,3.620510732,3.510217463,4.082522846,3.786204233,1.950393632,-4.500621921,1.599903281,1.769563087,2.116986999,0.861032611,1.170430679,1.97813209,2.066839346,3.034580835,2.084618588,0.850322383,-10.43050711,10.8504463,2.601152431,2.009005842
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Hong Kong SAR, China",HKG,7.855623017,6.920002668,6.34742272,5.553529951,1.518836504,-2.668921056,5.986383869,4.112154625,0.583759402,2.687923392,2.043130265,1.520014427,1.544527352,3.001460676,2.027183324,-2.396665629,-6.208734638,7.429461669,-2.802274606,0.612799102
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Hungary,HUN,5.237399909,4.501903256,4.108054129,0.432838011,1.180953199,-6.453066957,1.304958757,2.155897137,-0.738925918,2.083240769,4.513367768,3.954282613,2.503053362,4.549563298,5.496018792,4.911693525,-4.281407351,7.505105162,5.308351562,-0.358217424
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iceland,ISL,6.860105685,4.457828851,3.850348692,5.745281288,0.3264001,-7.978362405,-2.692847708,1.535147199,0.527304433,3.568175782,0.562209389,3.354145333,4.838299214,1.779410135,2.11737324,-0.354233393,-8.438698011,3.439046758,6.178393262,0.997671254
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,India,IND,6.132606167,6.206011032,6.426044713,6.093625781,1.630780589,6.371709388,7.013174581,3.818074312,4.060822384,5.014611864,6.086180227,6.721067631,6.980989701,5.568333514,5.302408679,2.811873102,-6.673470547,8.818605843,6.26159949,6.721381414
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Indonesia,IDN,3.702070327,4.368418667,4.139035441,4.959048418,4.642173598,3.306903941,4.902728579,4.844905701,4.70670292,4.284778457,3.796140768,3.717745469,3.926698091,4.017625608,4.162984291,4.039135657,-2.885094093,2.984940073,4.639208604,4.278686854
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Iran, Islamic Rep.",IRN,2.66427558,1.541710037,3.389399166,6.594952906,-1.115078982,-0.357484605,4.32247152,1.342708537,-4.968909478,-2.945922311,3.011764287,-3.629417164,6.835675353,1.300705004,-3.113491709,-4.130578795,2.470892267,3.965568691,3.041658503,4.219866491
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iraq,IRQ,49.03163746,-1.303074172,4.890020687,2.755518604,6.163087815,-0.274959244,3.081542552,3.848929643,8.9355065,2.722580156,-3.25142072,1.917912089,11.02301619,-4.10746397,0.182367803,3.044174773,-14.09023465,-0.774861849,5.311371462,-5.086627259
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ireland,IRL,4.853457577,3.460940594,2.19518969,2.309231046,-6.41164597,-6.054811966,1.130424127,0.84005622,-0.551990987,0.643273343,8.036357886,23.30469344,0.623252101,8.127668762,7.134773397,3.867450639,5.525612348,14.03228635,7.426581778,-5.686002918
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Isle of Man,IMN,4.213214051,4.915875436,6.608607939,6.344143261,3.752455348,0.969592019,2.273832959,1.368772356,7.319157998,4.381969242,5.465942617,-0.024795387,7.135577227,2.677803976,1.975478369,0.066153602,-8.959386465,3.57042617,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Israel,ISR,2.948546298,2.314386184,3.732572582,4.166582438,1.433022938,-1.499605866,3.755737023,3.628203129,0.711105773,2.485120083,1.943377094,0.475269155,2.492643711,2.27442978,2.084470629,2.186673573,-3.573037419,6.800515639,4.752677355,-0.085406983
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Italy,ITA,0.769317663,0.323656244,1.48515736,0.975922133,-1.615940627,-5.711508383,1.400915343,0.53428744,-3.24206012,-2.9724038,-0.91781388,0.875477402,1.465690444,1.820333852,1.11781662,1.648503393,-8.529728276,8.870129659,4.325953928,1.228599088
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Jamaica,JAM,0.829396049,0.409882445,2.409546701,0.997833755,-1.183120223,-4.732783354,-1.871482683,1.275729482,-1.105126996,0.035165569,0.277089053,0.56387602,1.076815428,0.792818277,1.764583024,0.822801591,-10.13312674,4.33290129,5.233354299,2.26636117
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Japan,JPN,2.151723329,1.794339801,1.308127183,1.367422326,-1.272109949,-5.68145234,4.079223048,0.209251803,1.536786659,2.152371066,0.429381123,1.668465117,0.805362825,1.758611802,0.771168471,-0.262170829,-3.86470967,3.032130828,1.403822375,2.421011183
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Jordan,JOR,5.892371284,5.363938739,1.029509647,1.526821449,4.643426869,2.737209654,0.089336918,0.154698042,0.982324096,-3.830179273,-8.117479488,-6.53100718,-2.820745287,-0.041500685,-0.463136174,-0.520071102,-3.184434192,1.614221543,1.179327547,2.152212807
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kazakhstan,KAZ,8.841019375,8.72919995,9.53532792,7.661443135,1.383236316,-0.786442204,5.794225114,5.873507663,3.334056066,4.485117032,2.67672093,-0.268267117,-0.327514634,2.693432136,2.740536373,3.161011541,-3.757983451,1.93213881,0.868329715,3.699415
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kenya,KEN,2.00869288,2.80072342,3.351889774,3.728256743,-2.709449404,0.293173947,5.0563909,2.366419735,1.960400987,1.326292507,2.63818993,2.683317425,1.943668144,1.603146616,3.522084435,3.05495785,-2.256979503,5.520436304,2.863571211,3.372619514
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kiribati,KIR,-2.53295589,-0.899100899,3.946224634,1.141666428,-4.821495891,-1.412167464,-0.849491331,1.76753197,4.196879689,5.768988551,-0.187033166,9.796382016,5.590360705,1.955425012,1.818230099,1.664810717,-2.386798247,6.67591551,1.991435468,2.502511756
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Korea, Rep.",KOR,4.781286153,4.087645147,4.712927655,5.266361146,2.23375226,0.27526898,6.274019889,2.891411994,1.865599496,2.696150961,2.556219509,2.268429401,2.539144729,2.870196962,2.462246216,1.8889146,-0.846212238,4.439121293,2.805237629,1.278235243
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kosovo,XKX,..,..,..,..,..,5.379854143,5.226981641,5.919487047,1.274977368,4.702827229,3.653588296,7.371827529,6.203641207,4.038674411,3.056665999,5.237402971,-5.40663812,10.99957199,5.337274838,4.026981091
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kuwait,KWT,7.579610785,6.555496616,1.691601457,-0.069993092,-3.093224705,-11.88321807,-7.273189377,2.637949669,-1.252560849,-5.836885934,-2.573382874,-3.194412944,-0.616815086,-6.486789108,-2.128278158,-1.447268858,-3.521855322,4.337624356,5.671842217,-3.165462622
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kyrgyz Republic,KGZ,5.739479911,-1.295074862,2.000426385,7.512743475,7.376440482,1.651651396,-1.65175287,4.674715617,-1.738142583,8.735789271,1.957996976,1.758864407,2.23180527,2.73409189,1.713209117,2.439335198,-8.894546883,2.492922237,5.819509918,4.269285563
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lao PDR,LAO,4.899154764,5.555699296,6.909167407,5.909235649,6.164034788,5.878548895,6.922399324,6.474243138,6.491281437,6.521646657,6.153133053,5.753411005,5.408586405,5.26492844,4.646555619,3.892447903,-0.970941438,1.069380318,1.283090293,2.328154178
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Latvia,LVA,9.472336538,11.92326602,13.0036481,10.8429125,-2.226965766,-12.83280312,-2.446157683,4.458446915,8.378223797,3.106379396,2.866362594,4.739182606,3.308434398,4.232116165,4.803913925,1.2892627,-2.834852807,7.635604104,3.234499022,-0.407971326
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lebanon,LBN,5.04735158,1.176425451,-0.103294009,7.270960976,7.328414068,8.817900667,7.009782776,-0.117450319,-0.075040322,-5.323150939,-7.242590982,-1.493847611,3.831447224,3.370037953,0.727150842,-4.195225512,-19.74842848,-5.832366777,1.240929472,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lesotho,LSO,2.084006167,3.882618807,4.264051552,3.836762854,4.912551789,-1.949444951,4.563031942,3.849892529,5.452191866,0.849125517,0.676425998,1.990905886,2.383745829,-4.33164643,-2.708754074,-2.644232941,-8.624586965,0.631493186,0.214985321,-0.162348567
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liberia,LBR,1.394829409,0.643907293,2.131757344,4.187985345,2.865766866,2.032935244,3.067501274,4.029352554,4.23948281,6.341040745,-1.35044827,-2.033029839,-3.51645551,0.521366332,-0.76155482,-4.343455886,-4.933202273,2.847282103,2.648469771,2.475181183
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Libya,LBY,1.799903268,8.988266772,4.08675178,4.07289899,-2.265012643,-6.381578806,2.895038531,-47.89998601,96.9564199,-19.57835721,-24.46316147,-2.355436924,-2.901590108,30.49630138,6.282836896,-7.301237168,-58.84977471,150.4314713,0.189791959,-2.758113083
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liechtenstein,LIE,2.137954854,3.910153266,7.754359469,2.55873516,1.076320161,-1.916637781,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lithuania,LTU,7.773001207,9.501044182,9.142617037,12.43525018,3.675240926,-13.88775336,3.80531559,8.461109064,5.246002459,4.603327729,4.431087654,2.988912971,3.829841264,5.751046557,4.990353856,4.943100002,-0.051369085,6.058770896,1.325924176,-1.733166237
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Luxembourg,LUX,2.760888181,0.926765761,4.339108315,6.442031366,-2.066473902,-5.014263013,1.88354731,-1.176797867,-0.76218341,0.814652309,0.232564441,-0.115476306,2.739791802,-1.116112962,-0.714325922,0.915465846,-2.547346107,5.553502169,-0.643838258,-3.389021906
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Macao SAR, China",MAC,23.16959071,5.180369183,10.39781813,11.48514687,0.712351553,-1.333447935,21.9173913,18.69743789,7.037234564,8.772805407,-3.798138794,-22.92684929,-2.493524397,7.809255426,4.381327289,-4.422537421,-55.18868118,21.67805428,-22.36988625,78.23160988
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,North Macedonia,MKD,5.013574068,5.291020123,5.719202235,7.083139312,6.084024713,0.287981674,4.021717498,2.810014014,-0.065347234,3.305596704,3.907927558,4.134290505,3.178225747,1.489367186,3.403754111,4.618695011,-3.654368238,5.592130079,2.523172779,2.127577916
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Madagascar,MDG,2.220747562,1.737859559,2.358459366,2.661748381,3.650496503,-6.72284484,-2.223525815,-1.226482202,0.238846841,-0.39648459,0.659691221,0.497287786,1.338346026,1.281905439,0.592066853,1.807532125,-9.414529772,3.214662665,1.356337414,1.537040115
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malawi,MWI,2.673770866,0.481251643,1.805541112,6.537022522,4.586639769,5.225686822,3.828046255,1.969743395,-0.945888195,2.492866286,2.720274217,0.002403032,-0.248244189,1.234158599,1.625495537,2.656769068,-1.85159978,0.102866904,-1.626552694,-1.01408252
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malaysia,MYS,4.28032987,2.933685374,3.25134638,4.0106155,2.665386035,-3.443342806,5.552518522,3.611173397,3.780489334,3.044894403,4.373135962,3.527534436,2.933762254,4.325630335,3.472766705,3.124896133,-6.584453331,2.147311281,7.483918118,2.561224365
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Maldives,MDV,4.097093941,-12.63512668,20.70319426,3.589724536,5.176491364,-11.3558498,3.130837076,4.842361092,-1.096195197,3.44280818,3.659654555,-0.526273219,2.192060201,2.932716516,4.825914442,4.161318191,-34.203864,35.83387283,13.39997699,4.524767366
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mali,MLI,-1.703987426,3.070878165,1.258937886,0.13197525,1.387504193,1.449217496,1.946519231,-0.072193463,-3.688613712,-0.648802878,3.74263871,2.882860607,2.528448295,1.972295116,1.473176725,1.531457069,-4.29096596,-0.15090208,0.32124413,2.073620327
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malta,MLT,-0.530048461,2.726684444,2.137339982,4.409935138,3.153000289,-1.876429626,5.026498887,0.042271314,3.185667141,4.002804766,5.505675834,7.023412441,1.042315636,7.874134262,3.730076267,2.994533834,-10.16533462,11.81873086,5.516260668,1.394632143
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Marshall Islands,MHL,-0.58646772,1.968266129,0.458109512,3.741620283,-7.265300221,4.12970654,5.79617437,0.62411725,0.143055384,5.32747072,0.671504268,4.185510711,4.429005844,6.244320152,8.411602098,13.46910702,0.096858827,4.389734103,0.473769941,2.176434712
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mauritania,MRT,2.484641991,6.195377661,15.68831613,-4.216302129,-2.791810344,-2.59179346,-0.286151376,1.075369447,1.256022431,1.177738177,1.55574229,2.62469076,-1.379893045,3.508415554,2.056475375,0.479174166,-2.902359819,-1.79758696,3.665315888,0.68681786
